timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1619513517886,366,GetFileContent,200,OK,Scenario 1 1-2,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,21,0,0
1619513517926,347,GetFileContent,200,OK,Scenario 1 1-5,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,4,0,0
1619513517883,415,GetFileContent,200,OK,Scenario 1 1-1,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,45,0,0
1619513518193,379,GetFileContent,200,OK,Scenario 1 1-4,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,2,0,0
1619513518232,355,GetFileContent,200,OK,Scenario 1 1-3,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,4,0,0
1619513518252,368,GetFileContent,200,OK,Scenario 1 1-2,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,21,0,0
1619513518274,350,GetFileContent,200,OK,Scenario 1 1-5,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,9,0,0
1619513518299,379,GetFileContent,200,OK,Scenario 1 1-1,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,31,0,0
1619513518572,345,GetFileContent,200,OK,Scenario 1 1-4,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,3,0,0
1619513518588,347,GetFileContent,200,OK,Scenario 1 1-3,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,3,0,0
1619513518620,350,GetFileContent,200,OK,Scenario 1 1-2,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,4,0,0
1619513518624,358,GetFileContent,200,OK,Scenario 1 1-5,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,6,0,0
1619513518678,357,GetFileContent,200,OK,Scenario 1 1-1,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,3,0,0
1619513518918,350,GetFileContent,200,OK,Scenario 1 1-4,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,3,0,0
1619513518936,342,GetFileContent,200,OK,Scenario 1 1-3,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,4,0,0
1619513518971,352,GetFileContent,200,OK,Scenario 1 1-2,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,14,0,0
1619513518982,347,GetFileContent,200,OK,Scenario 1 1-5,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,11,0,0
1619513519035,328,GetFileContent,200,OK,Scenario 1 1-1,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,3,0,0
1619513519278,295,GetFileContent,200,OK,Scenario 1 1-3,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,5,0,0
1619513519268,352,GetFileContent,200,OK,Scenario 1 1-4,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,4,0,0
1619513519324,337,GetFileContent,200,OK,Scenario 1 1-2,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,3,0,0
1619513519330,343,GetFileContent,200,OK,Scenario 1 1-5,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,6,0,0
1619513519363,346,GetFileContent,200,OK,Scenario 1 1-1,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,33,0,0
1619513519573,331,GetFileContent,200,OK,Scenario 1 1-3,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,3,0,0
1619513519620,363,GetFileContent,200,OK,Scenario 1 1-4,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,3,0,0
1619513519674,362,GetFileContent,200,OK,Scenario 1 1-5,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,3,0,0
1619513519661,381,GetFileContent,200,OK,Scenario 1 1-2,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,3,0,0
1619513519710,366,GetFileContent,200,OK,Scenario 1 1-1,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,4,0,0
1619513519905,416,GetFileContent,200,OK,Scenario 1 1-3,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,28,0,0
1619513520043,358,GetFileContent,200,OK,Scenario 1 1-2,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,40,0,0
1619513519984,431,GetFileContent,200,OK,Scenario 1 1-4,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,75,0,0
1619513520076,345,GetFileContent,200,OK,Scenario 1 1-1,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,14,0,0
1619513520046,394,GetFileContent,200,OK,Scenario 1 1-5,text,true,,1231551,361,5,5,https://localhost:5001/file/getfilecontent,47,0,0
